Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000153446,C16orf89,protein_coding,77,82,24,59,1,1,0,0
ENSG00000153485,TMEM251,protein_coding,311,488,554,702,53,14,23,56
ENSG00000153487,ING1,protein_coding,1241,1203,639,834,147,42,35,112
ENSG00000153495,TEX29,protein_coding,3,3,8,7,7,0,0,0
ENSG00000153498,SPACA7,protein_coding,0,0,0,0,0,0,0,0
ENSG00000153531,ADPRHL1,protein_coding,654,644,894,1216,127,45,44,148
ENSG00000153551,CMTM7,protein_coding,186,198,170,286,1160,428,597,1592
ENSG00000153558,FBXL2,protein_coding,70,86,59,88,287,105,87,256
ENSG00000153560,UBP1,protein_coding,8030,9195,8456,9916,3103,954,923,2821
ENSG00000153561,RMND5A,protein_coding,5190,5973,5310,5895,3528,1108,1077,2911
ENSG00000153563,CD8A,protein_coding,1,2,8,1,7,3,6,18
ENSG00000153574,RPIA,protein_coding,884,1064,1024,1449,594,180,273,760
ENSG00000153684,GOLGA8F,protein_coding,0,0,0,0,0,0,0,0
ENSG00000153707,PTPRD,protein_coding,0,3,0,0,166,50,65,173
ENSG00000153714,LURAP1L,protein_coding,13,6,17,31,212,50,63,191
ENSG00000153721,CNKSR3,protein_coding,103,148,262,546,120,39,109,207
ENSG00000153767,GTF2E1,protein_coding,6355,7502,4781,5161,1158,347,355,1061
ENSG00000153774,CFDP1,protein_coding,2751,2931,3664,4746,154,44,70,166
ENSG00000153779,TGIF2LX,protein_coding,0,0,0,0,0,0,0,0
ENSG00000153786,ZDHHC7,protein_coding,3207,3960,3079,3230,1039,315,405,929
ENSG00000153789,CIBAR2,protein_coding,0,1,0,2,1,0,0,3
ENSG00000153790,C7orf31,protein_coding,35,17,20,30,193,55,76,230
ENSG00000153802,TMPRSS11D,protein_coding,2,0,1,3,4,1,0,0
ENSG00000153814,JAZF1,protein_coding,111,102,116,177,207,73,48,147
ENSG00000153815,CMIP,protein_coding,4344,4360,3834,5615,563,178,172,451
ENSG00000153820,SPHKAP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000153822,KCNJ16,protein_coding,0,0,0,0,0,0,0,0
ENSG00000153823,PID1,protein_coding,0,0,0,0,129,41,76,177
ENSG00000153827,TRIP12,protein_coding,6518,8195,6270,6432,6914,2190,2217,6180
ENSG00000153832,FBXO36,protein_coding,100,96,111,110,134,61,66,179
ENSG00000153879,CEBPG,protein_coding,2956,3085,3273,4668,708,211,296,826
ENSG00000153885,KCTD15,protein_coding,1835,2126,2050,2571,475,141,226,579
ENSG00000153896,ZNF599,protein_coding,212,252,217,304,0,0,0,0
ENSG00000153898,MCOLN2,protein_coding,268,309,306,404,157,59,85,255
ENSG00000153902,LGI4,protein_coding,109,108,18,18,1,0,0,5
ENSG00000153904,DDAH1,protein_coding,6321,7109,6809,7745,5579,1975,2116,6182
ENSG00000153914,SREK1,protein_coding,14411,16198,10839,11485,293,85,69,259
ENSG00000153922,CHD1,protein_coding,3674,4202,3237,3202,1487,386,426,1420
ENSG00000153930,ANKFN1,protein_coding,6,1,7,11,15,6,7,26
ENSG00000153933,DGKE,protein_coding,1406,1693,1407,1573,986,260,269,723
ENSG00000153936,HS2ST1,protein_coding,1037,1117,825,871,1003,316,267,680
ENSG00000153944,MSI2,protein_coding,6700,7379,5125,5524,1079,349,437,1217
ENSG00000153956,CACNA2D1,protein_coding,0,0,0,1,188,58,68,202
ENSG00000153975,ZUP1,protein_coding,961,1073,845,931,258,97,81,222
ENSG00000153976,HS3ST3A1,protein_coding,2,3,4,1,103,31,73,180
ENSG00000153982,GDPD1,protein_coding,224,211,374,456,58,20,48,107
ENSG00000153989,NUS1,protein_coding,2119,2686,2511,2297,635,246,157,515
ENSG00000153993,SEMA3D,protein_coding,1,2,2,3,25,2,5,17
ENSG00000154001,PPP2R5E,protein_coding,3037,3624,3260,3094,2916,976,999,2791
ENSG00000154007,ASB17,protein_coding,0,1,0,0,0,0,0,0
ENSG00000154016,GRAP,protein_coding,0,1,0,0,0,0,0,0
ENSG00000154025,SLC5A10,protein_coding,0,0,2,0,1,0,0,0
ENSG00000154027,AK5,protein_coding,30,24,20,55,14,4,14,39
ENSG00000154040,CABYR,protein_coding,13,17,14,15,321,122,116,333
ENSG00000154059,IMPACT,protein_coding,2481,2723,2848,3149,554,233,289,772
ENSG00000154065,ANKRD29,protein_coding,205,297,620,797,343,109,158,438
ENSG00000154079,SDHAF4,protein_coding,286,288,342,508,67,25,45,99
ENSG00000154080,CHST9,protein_coding,0,2,2,0,14,2,4,10
ENSG00000154096,THY1,protein_coding,0,1,0,6,0,0,0,4
ENSG00000154099,DNAAF1,protein_coding,145,161,108,92,3,3,1,12
ENSG00000154102,C16orf74,protein_coding,16,16,18,26,169,52,71,177
ENSG00000154114,TBCEL,protein_coding,1632,2046,1407,1478,177,53,71,198
ENSG00000154118,JPH3,protein_coding,8,14,9,8,0,1,3,7
ENSG00000154122,ANKH,protein_coding,3747,4135,4556,5676,534,195,280,742
ENSG00000154124,OTULIN,protein_coding,2579,2942,2221,2634,493,157,217,652
ENSG00000154127,UBASH3B,protein_coding,1,5,22,12,4974,1460,1213,3570
ENSG00000154133,ROBO4,protein_coding,6,2,3,2,103,58,21,53
ENSG00000154134,ROBO3,protein_coding,1151,1232,810,1224,131,66,82,204
ENSG00000154143,PANX3,protein_coding,16,13,26,21,0,0,0,1
ENSG00000154144,TBRG1,protein_coding,5669,7031,5362,5775,622,175,220,563
ENSG00000154146,NRGN,protein_coding,30,27,43,62,60,19,37,71
ENSG00000154153,RETREG1,protein_coding,477,504,949,1412,64,44,45,112
ENSG00000154162,CDH12,protein_coding,1,2,1,1,16,7,7,18
ENSG00000154165,GPR15,protein_coding,0,0,0,2,0,0,0,0
ENSG00000154174,TOMM70,protein_coding,5522,6457,9119,10343,5399,1877,2528,6236
ENSG00000154175,ABI3BP,protein_coding,5,11,24,21,334,80,113,324
ENSG00000154188,ANGPT1,protein_coding,0,3,2,4,324,99,65,154
ENSG00000154217,PITPNC1,protein_coding,555,579,327,428,1102,371,487,1389
ENSG00000154222,CC2D1B,protein_coding,2149,2491,1357,1873,292,114,117,305
ENSG00000154227,CERS3,protein_coding,0,2,2,3,1,0,0,0
ENSG00000154229,PRKCA,protein_coding,657,696,360,386,3756,1182,1004,2910
ENSG00000154237,LRRK1,protein_coding,57,60,90,109,178,61,147,410
ENSG00000154240,CEP112,protein_coding,567,639,544,594,536,159,194,457
ENSG00000154252,GAL3ST2,protein_coding,18,19,23,26,1,0,0,2
ENSG00000154258,ABCA9,protein_coding,1,0,0,0,6,2,0,4
ENSG00000154262,ABCA6,protein_coding,1,0,0,0,9,4,3,8
ENSG00000154263,ABCA10,protein_coding,1,3,1,0,50,16,14,38
ENSG00000154265,ABCA5,protein_coding,500,547,514,621,383,142,148,455
ENSG00000154269,ENPP3,protein_coding,79,102,64,85,2,1,1,18
ENSG00000154274,C4orf19,protein_coding,15,30,43,37,309,61,115,317
ENSG00000154277,UCHL1,protein_coding,15,27,35,38,0,0,0,0
ENSG00000154305,MIA3,protein_coding,29333,32874,27384,29775,1667,523,615,1827
ENSG00000154309,DISP1,protein_coding,893,1126,532,640,411,151,183,474
ENSG00000154310,TNIK,protein_coding,540,530,615,613,705,204,199,605
ENSG00000154319,FAM167A,protein_coding,25,26,16,36,232,93,90,267
ENSG00000154328,NEIL2,protein_coding,1040,1162,1700,2255,187,78,65,196
ENSG00000154330,PGM5,protein_coding,15,19,27,45,633,183,153,400
ENSG00000154342,WNT3A,protein_coding,1,1,3,2,53,27,18,55
ENSG00000154358,OBSCN,protein_coding,1881,2063,1029,1413,102,39,53,93
ENSG00000154359,LONRF1,protein_coding,3105,3343,2281,2675,244,109,117,336
ENSG00000154370,TRIM11,protein_coding,1360,1416,1167,2135,466,174,131,375
ENSG00000154380,ENAH,protein_coding,19535,21710,16861,18000,3499,1066,1352,4178
ENSG00000154415,PPP1R3A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000154429,CCSAP,protein_coding,2689,3018,1761,1786,1182,381,320,876
ENSG00000154438,ASZ1,protein_coding,46,60,113,97,0,0,0,0
ENSG00000154447,SH3RF1,protein_coding,2435,2733,2419,2823,661,249,195,593
ENSG00000154451,GBP5,protein_coding,27,38,48,63,19,11,11,29
ENSG00000154473,BUB3,protein_coding,3117,3622,4140,4240,3468,1108,1129,3069
ENSG00000154478,GPR26,protein_coding,821,838,7,16,0,0,0,0
ENSG00000154479,CCDC173,protein_coding,18,39,21,35,4,1,2,6
ENSG00000154485,MMP21,protein_coding,29,34,30,25,8,2,2,6
ENSG00000154493,C10orf90,protein_coding,1,0,7,9,7,5,1,5
ENSG00000154511,DIPK1A,protein_coding,484,563,319,421,556,230,165,454
ENSG00000154518,ATP5MC3,protein_coding,3408,3722,4314,5895,2696,949,1284,3151
ENSG00000154529,CNTNAP3B,protein_coding,3,5,6,6,60,25,30,86
ENSG00000154545,MAGED4,protein_coding,3,3,5,2,6,2,0,1
ENSG00000154548,SRSF12,protein_coding,20,20,7,13,5,1,1,5
ENSG00000154553,PDLIM3,protein_coding,17,20,36,41,33,11,22,61
ENSG00000154556,SORBS2,protein_coding,397,474,777,870,136,42,44,156
ENSG00000154582,ELOC,protein_coding,2210,2555,2774,3818,1601,642,722,1941
ENSG00000154589,LY96,protein_coding,2,1,7,7,0,1,2,4
ENSG00000154611,PSMA8,protein_coding,0,0,0,0,0,0,0,0
ENSG00000154620,TMSB4Y,protein_coding,0,0,0,0,0,0,0,0
ENSG00000154639,CXADR,protein_coding,2480,3012,2003,2122,481,141,112,364
ENSG00000154640,BTG3,protein_coding,1586,1756,1588,1734,575,181,236,579
ENSG00000154642,C21orf91,protein_coding,1217,1454,1481,1409,605,186,226,640
ENSG00000154645,CHODL,protein_coding,1,1,0,1,0,0,0,0
ENSG00000154646,TMPRSS15,protein_coding,0,0,1,0,0,0,1,0
ENSG00000154654,NCAM2,protein_coding,16096,17242,22060,24279,12,0,5,18
ENSG00000154655,L3MBTL4,protein_coding,2,1,0,0,199,53,81,228
ENSG00000154678,PDE1C,protein_coding,0,0,0,0,629,185,247,751
ENSG00000154710,RABGEF1,protein_coding,17,15,16,19,5,2,1,7
ENSG00000154719,MRPL39,protein_coding,2551,3083,3050,3017,835,274,316,896
ENSG00000154721,JAM2,protein_coding,22,20,38,30,13,4,5,19
ENSG00000154723,ATP5PF,protein_coding,7461,8818,8102,9307,3288,1096,1297,3305
ENSG00000154727,GABPA,protein_coding,2052,2517,2441,2373,554,222,184,496
ENSG00000154734,ADAMTS1,protein_coding,47051,55131,13812,14801,258,72,85,214
ENSG00000154736,ADAMTS5,protein_coding,5,1,0,1,3,0,1,4
ENSG00000154743,TSEN2,protein_coding,1707,2049,2467,2698,1253,403,496,1268
ENSG00000154760,SLFN13,protein_coding,0,0,1,3,327,150,174,488
ENSG00000154764,WNT7A,protein_coding,1,0,1,0,209,62,64,120
ENSG00000154767,XPC,protein_coding,2802,3279,3007,3463,29,11,15,52
ENSG00000154781,CCDC174,protein_coding,1325,1398,1217,1439,397,117,150,459
ENSG00000154783,FGD5,protein_coding,4,2,0,0,0,1,1,4
ENSG00000154803,FLCN,protein_coding,785,886,747,934,182,83,112,297
ENSG00000154813,DPH3,protein_coding,977,996,881,1055,564,188,242,719
ENSG00000154814,OXNAD1,protein_coding,487,535,483,561,301,101,123,412
ENSG00000154822,PLCL2,protein_coding,31,30,58,54,651,154,233,503
ENSG00000154832,CXXC1,protein_coding,2377,2900,2025,2791,316,109,116,336
ENSG00000154839,SKA1,protein_coding,541,584,920,819,469,175,186,581
ENSG00000154845,PPP4R1,protein_coding,3076,3805,1720,2054,3883,1180,1152,3211
ENSG00000154856,APCDD1,protein_coding,51,65,137,162,25,19,21,50
ENSG00000154864,PIEZO2,protein_coding,5,7,5,8,11,6,7,23
ENSG00000154889,MPPE1,protein_coding,272,381,400,537,95,47,66,144
ENSG00000154914,USP43,protein_coding,1342,1725,936,1216,78,28,57,104
ENSG00000154917,RAB6B,protein_coding,1954,2181,1278,1619,798,279,153,401
ENSG00000154920,EME1,protein_coding,807,872,934,971,197,88,110,334
ENSG00000154928,EPHB1,protein_coding,3,4,4,3,850,250,166,571
ENSG00000154930,ACSS1,protein_coding,7,6,27,41,274,106,146,411
ENSG00000154945,ANKRD40,protein_coding,3549,3811,3083,4085,1085,273,459,1389
ENSG00000154957,ZNF18,protein_coding,320,313,523,577,110,34,61,139
ENSG00000154975,CA10,protein_coding,0,0,0,0,0,0,0,0
ENSG00000154978,VOPP1,protein_coding,418,354,298,463,171,62,61,160
ENSG00000154997,SEPTIN14,protein_coding,0,1,0,0,0,0,0,2
ENSG00000155008,APOOL,protein_coding,1466,1538,2171,2150,376,172,176,564
ENSG00000155011,DKK2,protein_coding,0,0,0,0,0,0,2,0
ENSG00000155016,CYP2U1,protein_coding,643,858,902,1100,92,36,49,142
ENSG00000155026,RSPH10B,protein_coding,9,14,7,4,0,0,2,1
ENSG00000155034,FBXL18,protein_coding,470,544,383,602,184,66,79,224
ENSG00000155052,CNTNAP5,protein_coding,4,1,1,0,2,1,2,1
ENSG00000155066,PROM2,protein_coding,4141,4166,2853,4526,9,6,9,16
ENSG00000155085,AK9,protein_coding,771,909,510,538,229,68,93,213
ENSG00000155087,ODF1,protein_coding,0,0,0,0,1,0,0,0
ENSG00000155090,KLF10,protein_coding,2399,2834,2235,2614,1101,463,373,1118
ENSG00000155093,PTPRN2,protein_coding,292,294,140,187,54,16,20,49
ENSG00000155096,AZIN1,protein_coding,7544,8460,11848,13037,9231,3666,3655,9895
ENSG00000155097,ATP6V1C1,protein_coding,1959,2259,2086,2037,4199,1332,1448,3843
ENSG00000155099,PIP4P2,protein_coding,353,398,234,315,291,123,161,427
ENSG00000155100,OTUD6B,protein_coding,2037,2024,2263,2555,153,56,97,294
ENSG00000155111,CDK19,protein_coding,12705,13984,9691,10376,540,201,135,428
ENSG00000155115,GTF3C6,protein_coding,5511,6131,3643,3984,29,9,12,33
ENSG00000155158,TTC39B,protein_coding,487,490,800,862,46,18,30,109
ENSG00000155189,AGPAT5,protein_coding,4413,5217,2467,2819,190,61,50,116
ENSG00000155229,MMS19,protein_coding,1677,1924,1364,1803,1217,421,482,1290
ENSG00000155249,OR4K1,protein_coding,0,1,0,0,1,0,0,0
ENSG00000155252,PI4K2A,protein_coding,706,917,694,910,695,230,235,652
ENSG00000155254,MARVELD1,protein_coding,1814,2171,2311,3378,532,235,256,672
ENSG00000155256,ZFYVE27,protein_coding,511,634,614,885,159,65,109,232
ENSG00000155265,GOLGA7B,protein_coding,5,3,3,7,9,6,1,5
ENSG00000155269,GPR78,protein_coding,0,2,0,5,4,3,5,5
ENSG00000155275,TRMT44,protein_coding,494,500,464,553,171,49,106,236
ENSG00000155287,SLC25A28,protein_coding,284,344,412,507,176,82,137,335
ENSG00000155304,HSPA13,protein_coding,3240,3582,3369,3373,1918,599,419,1079
ENSG00000155307,SAMSN1,protein_coding,0,0,2,0,55,13,11,40
ENSG00000155313,USP25,protein_coding,2576,2908,1837,1850,789,236,203,680
ENSG00000155324,GRAMD2B,protein_coding,340,381,386,495,164,77,114,272
ENSG00000155329,ZCCHC10,protein_coding,1481,1706,1722,2134,117,46,58,142
ENSG00000155330,C16orf87,protein_coding,1233,1263,1105,1238,208,81,120,284
ENSG00000155363,MOV10,protein_coding,1933,2125,1622,2381,1072,429,471,1286
ENSG00000155366,RHOC,protein_coding,2121,2600,1827,3395,2615,977,1533,3261
ENSG00000155367,PPM1J,protein_coding,32,34,43,83,8,6,11,20
ENSG00000155368,DBI,protein_coding,16779,19820,21002,26017,10454,3403,3258,8867
ENSG00000155380,SLC16A1,protein_coding,12312,13268,9776,11208,5127,1558,1944,5204
ENSG00000155393,HEATR3,protein_coding,1395,1692,1655,1858,712,220,198,583
ENSG00000155428,TRIM74,protein_coding,1,1,0,4,0,0,0,0
ENSG00000155438,NIFK,protein_coding,1245,1478,2612,2663,1424,449,637,1708
ENSG00000155463,OXA1L,protein_coding,3322,3543,3947,5341,1115,452,697,1770
ENSG00000155465,SLC7A7,protein_coding,32,26,37,44,27,12,15,44
ENSG00000155495,MAGEC1,protein_coding,321,314,221,370,0,0,0,0
ENSG00000155506,LARP1,protein_coding,15747,19248,18056,21298,5313,1804,2049,5424
ENSG00000155508,CNOT8,protein_coding,2282,2532,1744,2039,905,330,243,614
ENSG00000155511,GRIA1,protein_coding,0,0,0,0,3,0,0,4
ENSG00000155530,LRGUK,protein_coding,32,48,82,68,18,7,7,32
ENSG00000155542,SETD9,protein_coding,47,102,134,168,57,27,61,125
ENSG00000155545,MIER3,protein_coding,2376,2927,2480,2423,483,147,201,528
ENSG00000155561,NUP205,protein_coding,4740,5743,4857,5018,4033,1318,1422,3889
ENSG00000155592,ZKSCAN2,protein_coding,535,641,451,503,287,94,92,220
ENSG00000155621,C9orf85,protein_coding,673,743,919,1041,208,69,68,207
ENSG00000155622,XAGE2,protein_coding,1,2,4,10,2,0,0,0
ENSG00000155629,PIK3AP1,protein_coding,194,254,228,308,71,26,36,145
ENSG00000155636,RBM45,protein_coding,226,360,581,581,110,60,101,250
ENSG00000155657,TTN,protein_coding,893,1289,552,575,368,140,120,313
ENSG00000155659,VSIG4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000155660,PDIA4,protein_coding,8062,9509,11114,14198,3252,1235,1389,3631
ENSG00000155666,KDM8,protein_coding,119,137,110,158,14,5,7,24
ENSG00000155714,PDZD9,protein_coding,2,0,0,3,6,0,2,5
ENSG00000155719,OTOA,protein_coding,0,1,3,1,0,0,1,1
ENSG00000155729,KCTD18,protein_coding,1858,2070,1805,1926,185,71,61,166
ENSG00000155744,FAM126B,protein_coding,671,769,563,617,622,180,236,536
ENSG00000155749,FLACC1,protein_coding,6,12,30,17,9,6,8,14
ENSG00000155754,C2CD6,protein_coding,0,3,4,3,7,5,1,8
ENSG00000155755,TMEM237,protein_coding,1167,1282,1054,1083,508,170,209,563
ENSG00000155760,FZD7,protein_coding,184,180,127,183,187,49,53,197
ENSG00000155761,SPAG17,protein_coding,88,131,76,76,26,7,10,18
ENSG00000155792,DEPTOR,protein_coding,528,574,1279,1617,241,63,96,252
ENSG00000155816,FMN2,protein_coding,0,0,2,0,46,13,31,71
ENSG00000155827,RNF20,protein_coding,4607,5612,5012,6128,1467,460,554,1488
ENSG00000155833,CYLC2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000155846,PPARGC1B,protein_coding,563,621,448,564,88,23,65,200
ENSG00000155849,ELMO1,protein_coding,6,6,5,25,32,5,16,82
ENSG00000155850,SLC26A2,protein_coding,2918,3824,1140,1156,1251,502,770,1950
ENSG00000155858,LSM11,protein_coding,130,187,290,276,413,137,176,430
ENSG00000155868,MED7,protein_coding,830,948,1106,1294,418,166,195,525
ENSG00000155875,SAXO1,protein_coding,9,9,6,12,5,4,1,3
ENSG00000155876,RRAGA,protein_coding,3286,3866,2807,3628,2122,697,387,984
ENSG00000155886,SLC24A2,protein_coding,2,10,3,2,0,0,0,0
ENSG00000155890,TRIM42,protein_coding,0,0,0,1,0,0,0,0
ENSG00000155893,PXYLP1,protein_coding,250,323,198,331,447,125,164,511
ENSG00000155897,ADCY8,protein_coding,3,9,0,0,3,0,0,1
ENSG00000155903,RASA2,protein_coding,527,617,615,588,751,251,210,497
ENSG00000155906,RMND1,protein_coding,827,832,1099,1146,508,170,225,576
ENSG00000155918,RAET1L,protein_coding,78,96,158,161,14,6,2,11
ENSG00000155926,SLA,protein_coding,4,6,1,4,19,12,5,15
ENSG00000155957,TMBIM4,protein_coding,87,133,154,251,43,10,14,76
ENSG00000155959,VBP1,protein_coding,1862,2054,2301,2554,879,300,349,790
ENSG00000155961,RAB39B,protein_coding,773,808,730,1202,26,7,11,29
ENSG00000155962,CLIC2,protein_coding,40,59,63,72,0,1,0,0
ENSG00000155966,AFF2,protein_coding,6,5,2,0,339,115,131,339
ENSG00000155970,MICU3,protein_coding,351,365,418,432,21,14,14,28
ENSG00000155974,GRIP1,protein_coding,49,37,26,35,357,110,128,407
ENSG00000155975,VPS37A,protein_coding,2334,2656,2200,2535,458,188,193,487
ENSG00000155980,KIF5A,protein_coding,44,53,24,14,11,0,9,13
ENSG00000156006,NAT2,protein_coding,30,34,31,34,2,0,0,1
ENSG00000156009,MAGEA8,protein_coding,3,1,5,6,3,0,0,0
ENSG00000156011,PSD3,protein_coding,3182,3912,2996,3136,2156,711,628,1794
ENSG00000156017,CARNMT1,protein_coding,1164,1459,2243,1997,611,172,214,598
ENSG00000156026,MCU,protein_coding,922,1016,1535,1875,394,133,162,449
ENSG00000156030,MIDEAS,protein_coding,3518,3664,2368,3007,727,201,194,534
ENSG00000156042,CFAP70,protein_coding,1510,1702,2011,2046,123,55,62,183
ENSG00000156049,GNA14,protein_coding,26,22,36,47,7,1,1,5
ENSG00000156050,FAM161B,protein_coding,106,126,173,208,41,18,10,41
ENSG00000156052,GNAQ,protein_coding,697,853,1017,1306,303,98,103,371
ENSG00000156076,WIF1,protein_coding,1,0,0,0,0,0,0,0
ENSG00000156096,UGT2B4,protein_coding,7,9,50,78,0,0,0,0
ENSG00000156097,GPR61,protein_coding,9,6,10,10,17,14,4,26
ENSG00000156103,MMP16,protein_coding,1243,1370,2079,1858,1249,360,491,1419
ENSG00000156110,ADK,protein_coding,1022,1227,1500,2094,2756,890,749,2055
ENSG00000156113,KCNMA1,protein_coding,9346,10862,10327,10608,15119,5266,3754,10545
ENSG00000156127,BATF,protein_coding,1,7,1,2,0,0,0,0
ENSG00000156136,DCK,protein_coding,3414,3523,3508,3807,733,279,282,848
ENSG00000156140,ADAMTS3,protein_coding,16,27,0,6,490,164,237,664
ENSG00000156150,ALX3,protein_coding,0,1,0,0,0,0,0,0
ENSG00000156162,DPY19L4,protein_coding,920,1102,1045,1097,2309,804,669,1988
ENSG00000156170,NDUFAF6,protein_coding,1169,1403,1432,1676,673,223,306,789
ENSG00000156171,DRAM2,protein_coding,1120,1197,1267,1595,463,177,185,515
ENSG00000156172,C8orf37,protein_coding,336,337,327,293,426,152,171,457
ENSG00000156194,PPEF2,protein_coding,3,5,0,3,0,0,1,0
ENSG00000156206,CFAP161,protein_coding,0,1,0,0,4,0,0,4
ENSG00000156218,ADAMTSL3,protein_coding,24,44,39,36,450,120,189,471
ENSG00000156219,ART3,protein_coding,0,0,1,1,0,0,0,1
ENSG00000156222,SLC28A1,protein_coding,6,0,0,4,2,1,1,1
ENSG00000156232,WHAMM,protein_coding,1249,1497,1070,1280,223,74,82,240
ENSG00000156234,CXCL13,protein_coding,55,71,6,16,0,0,0,0
ENSG00000156239,N6AMT1,protein_coding,1008,1057,964,1193,226,78,129,353
ENSG00000156253,RWDD2B,protein_coding,1146,1513,1620,1903,378,162,230,611
ENSG00000156256,USP16,protein_coding,2051,2371,2886,2733,1739,598,532,1508
ENSG00000156261,CCT8,protein_coding,10085,11707,11628,13378,5735,1828,2139,5851
ENSG00000156265,MAP3K7CL,protein_coding,8,4,2,7,53,23,16,34
ENSG00000156269,NAA11,protein_coding,17,26,12,22,0,0,0,0
ENSG00000156273,BACH1,protein_coding,1217,1426,845,791,1979,659,407,1079
ENSG00000156282,CLDN17,protein_coding,0,0,0,0,1,0,0,0
ENSG00000156284,CLDN8,protein_coding,164,195,531,674,0,0,0,0
ENSG00000156298,TSPAN7,protein_coding,116,105,81,96,48,15,18,49
ENSG00000156299,TIAM1,protein_coding,5,12,4,8,313,90,152,425
ENSG00000156304,SCAF4,protein_coding,2292,2541,1724,2224,1040,435,220,610
ENSG00000156313,RPGR,protein_coding,304,396,328,408,376,128,157,364
ENSG00000156345,CDK20,protein_coding,350,410,333,579,51,27,33,79
ENSG00000156374,PCGF6,protein_coding,305,381,388,334,260,89,92,255
ENSG00000156381,ANKRD9,protein_coding,749,786,420,619,204,65,83,166
ENSG00000156384,SFR1,protein_coding,212,208,329,359,153,56,54,122
ENSG00000156395,SORCS3,protein_coding,1,0,1,0,1,0,0,2
ENSG00000156398,SFXN2,protein_coding,880,1178,1193,1412,65,25,47,134
ENSG00000156411,ATP5MJ,protein_coding,3868,5012,4792,6337,1411,498,601,1374
ENSG00000156413,FUT6,protein_coding,10,13,15,10,0,0,0,0
ENSG00000156414,TDRD9,protein_coding,6,3,9,8,0,0,0,1
ENSG00000156427,FGF18,protein_coding,3,8,3,11,9,1,3,4
ENSG00000156453,PCDH1,protein_coding,757,850,809,1111,423,132,101,381
ENSG00000156463,SH3RF2,protein_coding,4,2,21,8,103,40,57,144
ENSG00000156466,GDF6,protein_coding,1,0,0,0,90,22,10,12
ENSG00000156467,UQCRB,protein_coding,25967,29915,30994,32957,3624,1086,1002,3496
ENSG00000156469,MTERF3,protein_coding,914,1112,1402,1451,1127,370,493,1330
ENSG00000156471,PTDSS1,protein_coding,4380,4960,3575,4347,3479,1138,1004,2679
ENSG00000156475,PPP2R2B,protein_coding,0,0,0,0,13,3,12,24
ENSG00000156482,RPL30,protein_coding,4465,4984,5972,8967,4695,1550,2078,4689
ENSG00000156486,KCNS2,protein_coding,2,7,7,14,1,1,0,5
ENSG00000156500,PABIR3,protein_coding,102,140,208,205,48,17,21,59
ENSG00000156502,SUPV3L1,protein_coding,1843,2355,2028,2222,1755,554,727,2078
ENSG00000156504,PABIR2,protein_coding,1622,1963,1927,1980,167,42,80,203
ENSG00000156508,EEF1A1,protein_coding,141757,155899,154327,214467,13080,4471,5060,14245
ENSG00000156509,FBXO43,protein_coding,16,17,67,62,237,84,89,238
ENSG00000156510,HKDC1,protein_coding,2,5,2,0,12,4,0,6
ENSG00000156515,HK1,protein_coding,15423,18215,6810,8444,620,194,113,294
ENSG00000156521,TYSND1,protein_coding,1197,1391,1633,2454,516,196,362,836
ENSG00000156531,PHF6,protein_coding,4858,5538,3682,3347,1348,467,519,1383
ENSG00000156535,CD109,protein_coding,26,53,44,30,3556,1144,898,2429
ENSG00000156564,LRFN2,protein_coding,95,92,69,116,0,2,0,2
ENSG00000156574,NODAL,protein_coding,1,5,8,8,11,4,6,9
ENSG00000156575,PRG3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000156587,UBE2L6,protein_coding,166,196,155,198,790,298,513,1464
ENSG00000156599,ZDHHC5,protein_coding,3592,4601,4214,5243,1047,384,462,1203
ENSG00000156603,MED19,protein_coding,579,643,529,854,467,157,211,583
ENSG00000156639,ZFAND3,protein_coding,3980,4715,4012,4808,811,306,221,634
ENSG00000156642,NPTN,protein_coding,1645,1910,1294,1692,2735,954,535,1699
ENSG00000156650,KAT6B,protein_coding,2588,3198,2404,2727,6115,1815,1251,3731
ENSG00000156671,SAMD8,protein_coding,3440,3953,2081,2442,4062,1290,1068,3071
ENSG00000156675,RAB11FIP1,protein_coding,1457,1768,1790,1949,639,219,289,708
ENSG00000156687,UNC5D,protein_coding,0,1,1,2,178,61,80,250
ENSG00000156689,GLYATL2,protein_coding,495,510,208,218,26,10,3,9
ENSG00000156697,UTP14A,protein_coding,1391,1789,2611,2857,189,45,112,353
ENSG00000156709,AIFM1,protein_coding,2969,3698,3408,4631,73,26,42,142
ENSG00000156711,MAPK13,protein_coding,532,585,613,900,428,193,114,344
ENSG00000156735,BAG4,protein_coding,1040,1059,963,1098,768,242,273,723
ENSG00000156738,MS4A1,protein_coding,1,0,0,0,0,0,0,0
ENSG00000156787,TBC1D31,protein_coding,871,883,1041,1073,1566,508,542,1625
ENSG00000156795,NTAQ1,protein_coding,405,497,350,522,208,97,117,308
