Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000032444,1436,1702,934,1590,1116,385,371,951
ENSG00000032742,848,956,1059,1045,496,170,162,480
ENSG00000033011,382,527,638,787,231,64,155,356
ENSG00000033030,1185,1391,1517,1808,466,152,206,585
ENSG00000033050,551,708,559,922,203,74,138,335
ENSG00000033100,648,819,432,892,519,224,190,483
ENSG00000033122,122,148,82,114,34,12,19,42
ENSG00000033170,750,805,769,922,5086,1628,2461,6819
ENSG00000033178,4333,5061,4056,3814,7738,2572,1736,4836
ENSG00000033327,540,566,273,372,143,47,80,178
ENSG00000033627,2595,3085,2616,3335,7,9,5,13
ENSG00000033800,4007,4622,2121,2362,1837,583,602,1887
ENSG00000033867,3384,4063,2960,2814,1931,687,807,2339
ENSG00000034053,1392,1648,1118,1632,402,105,168,390
ENSG00000034152,811,1013,1555,2576,131,39,109,243
ENSG00000034239,0,0,0,0,7,1,6,9
ENSG00000034510,10431,12303,4100,7130,16623,6211,5855,13758
ENSG00000034533,324,400,573,570,265,98,96,303
ENSG00000034677,1278,1408,1079,1254,2008,603,441,1171
ENSG00000034693,1614,1866,1038,1178,698,244,205,600
ENSG00000034713,1770,2219,1976,2534,623,246,243,521
ENSG00000034971,0,1,0,0,0,0,0,0
ENSG00000035115,721,867,618,565,131,55,53,129
ENSG00000035141,2963,3652,3534,4238,2313,643,816,2200
ENSG00000035403,6623,7799,7438,8131,25497,9274,9984,26578
ENSG00000035499,957,1008,889,1045,1024,347,378,980
ENSG00000035664,126,112,117,235,40,8,8,45
ENSG00000035681,2420,2745,2339,2866,639,145,195,629
ENSG00000035687,2285,2643,2518,2692,1472,426,600,1591
ENSG00000035720,11,14,0,1,3,1,0,2
ENSG00000035862,2187,2185,1603,2115,1664,531,521,1653
ENSG00000035928,7833,9100,8779,8710,1500,350,383,1059
ENSG00000036054,1494,1851,1559,1567,2270,804,649,1702
ENSG00000036257,2358,2765,2492,2706,1654,526,568,1622
ENSG00000036448,128,164,134,152,1,1,0,0
ENSG00000036473,0,0,0,0,4,2,0,6
ENSG00000036530,256,266,146,175,14,3,3,24
ENSG00000036549,3382,4100,3795,3909,2375,762,837,2465
ENSG00000036565,0,0,0,0,0,0,0,0
ENSG00000036672,230,244,187,223,66,24,51,103
ENSG00000036828,3,12,1,3,0,0,0,0
ENSG00000037042,1404,1362,775,1054,124,58,77,174
ENSG00000037241,810,920,977,1252,269,85,145,330
ENSG00000037280,90,94,168,231,22,6,10,30
ENSG00000037474,6253,7667,6487,6931,542,157,190,592
ENSG00000037637,947,1091,666,991,741,256,160,459
ENSG00000037749,2655,3356,2743,2972,924,303,337,784
ENSG00000037757,291,406,361,472,266,99,149,366
ENSG00000037897,502,639,1034,1283,130,50,114,331
ENSG00000037965,21,26,8,8,105,38,67,223
ENSG00000038002,1081,1095,1359,1694,866,311,260,742
ENSG00000038210,3883,4621,3316,3145,311,93,78,227
ENSG00000038219,4207,4587,3558,3521,628,187,201,591
ENSG00000038274,1528,1790,1564,1713,278,82,150,350
ENSG00000038295,410,399,395,373,110,31,58,143
ENSG00000038358,1816,2055,1580,1923,644,253,319,880
ENSG00000038382,3826,4440,1982,2294,2173,674,530,1495
ENSG00000038427,4,0,1,0,1918,599,496,1416
ENSG00000038532,1726,1977,1299,1647,291,119,130,347
ENSG00000038945,4,4,6,5,0,0,0,0
ENSG00000039068,28940,34046,29405,34236,287,93,51,151
ENSG00000039123,3438,3935,4270,4647,1512,461,548,1553
ENSG00000039139,1007,1136,1008,1099,157,60,82,241
ENSG00000039319,3182,3865,3281,3120,1475,414,384,1150
ENSG00000039523,3114,3385,2626,3855,559,192,146,414
ENSG00000039537,1,4,2,5,0,0,0,0
ENSG00000039560,1296,1449,1973,2242,10444,3654,3596,9854
ENSG00000039600,0,0,0,0,4,0,3,10
ENSG00000039650,1058,1204,814,1057,261,113,147,325
ENSG00000039987,3,11,6,4,3,0,0,7
ENSG00000040199,1049,1312,891,889,1026,378,451,1163
ENSG00000040275,1876,2386,2156,2190,1680,508,617,1622
ENSG00000040341,2303,2520,2348,2647,1803,695,800,2109
ENSG00000040487,184,190,135,215,269,96,125,331
ENSG00000040531,601,694,531,731,114,42,84,185
ENSG00000040608,123,112,119,232,158,70,77,191
ENSG00000040633,3024,3654,2974,3948,1104,376,462,1259
ENSG00000040731,0,0,1,0,3,0,2,4
ENSG00000040933,905,954,941,1109,465,138,201,523
ENSG00000041353,313,396,1280,1101,1295,407,503,1383
ENSG00000041357,7955,9402,9025,11467,1706,579,649,1688
ENSG00000041515,4,0,4,1,3,2,1,2
ENSG00000041802,2631,3142,2727,2836,407,119,222,685
ENSG00000041880,2320,2427,1226,1585,90,45,42,123
ENSG00000041982,260,383,26,29,873,263,369,986
ENSG00000041988,512,492,423,641,251,94,155,385
ENSG00000042062,0,3,5,10,15,7,5,22
ENSG00000042088,1197,1482,1107,1381,756,264,280,759
ENSG00000042286,137,145,96,136,318,108,174,405
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,570,633,593,724,200,89,83,254
ENSG00000042429,125,167,101,166,135,50,67,173
ENSG00000042445,2047,2219,2238,2739,717,249,246,836
ENSG00000042493,48,55,18,21,547,228,270,630
ENSG00000042753,1650,2002,2063,2775,1092,429,488,1248
ENSG00000042781,7,17,26,21,35,8,17,34
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,36,56,19,18,6,3,4,15
ENSG00000042980,387,555,59,56,50,16,14,55
ENSG00000043039,239,230,29,34,48,24,1,25
ENSG00000043093,3451,3780,4404,4361,2284,701,700,2101
ENSG00000043143,370,448,287,419,612,170,280,767
ENSG00000043355,814,902,1083,1166,109,45,39,126
ENSG00000043462,10,5,30,34,1,0,0,1
ENSG00000043514,1516,1943,1465,1679,247,72,92,269
ENSG00000043591,28,32,40,47,18,10,5,13
ENSG00000044012,0,0,0,1,0,0,0,0
ENSG00000044090,1051,1110,764,1121,249,111,119,315
ENSG00000044115,17221,19621,13375,15274,4,1,4,12
ENSG00000044446,881,1093,1225,1221,1043,422,427,1147
ENSG00000044459,1398,1593,1545,1407,446,141,177,475
ENSG00000044524,970,1007,1081,1071,489,183,17,74
ENSG00000044574,38130,50324,46662,48351,4320,1552,1377,3879
ENSG00000046604,11858,13730,8025,8231,4704,1748,1390,3945
ENSG00000046647,617,727,663,864,267,124,184,411
ENSG00000046651,1166,1270,1264,1343,1512,569,535,1411
ENSG00000046653,134,149,175,158,82,30,29,95
ENSG00000046774,258,289,260,408,0,0,0,0
ENSG00000046889,45,35,61,64,45,18,36,110
ENSG00000047056,762,883,848,1009,147,62,59,162
ENSG00000047188,5285,6343,5822,5789,1513,489,615,1810
ENSG00000047230,1299,1565,1659,1740,1367,534,760,1861
ENSG00000047249,1532,1622,1167,1630,213,63,82,201
ENSG00000047315,9714,11538,9393,10162,7688,2346,2648,6841
ENSG00000047346,2251,2735,3311,3303,158,55,50,136
ENSG00000047365,364,475,462,547,345,76,133,416
ENSG00000047410,10023,11211,10070,10027,1419,474,543,1574
ENSG00000047457,102,117,206,199,16,6,5,11
ENSG00000047578,1741,1985,1717,1992,338,132,182,397
ENSG00000047579,343,327,456,576,25,24,20,69
ENSG00000047597,0,0,0,0,538,173,275,691
ENSG00000047617,13,30,14,23,4,1,3,12
ENSG00000047621,758,964,1378,1421,753,253,313,726
ENSG00000047634,4324,4701,3955,4072,2108,720,979,2708
ENSG00000047644,1168,1324,1896,2499,527,175,265,860
ENSG00000047648,9864,10501,3437,3653,1076,369,377,1074
ENSG00000047662,13,8,69,90,7,1,3,12
ENSG00000047849,12774,14638,13005,15441,6973,2395,1472,4141
ENSG00000047932,2061,2378,2252,2537,389,126,163,422
ENSG00000047936,0,1,1,0,19,6,3,6
ENSG00000048028,2408,2520,1090,1208,1584,481,382,1128
ENSG00000048052,13,24,12,3,861,320,348,960
ENSG00000048140,1420,1679,1269,1988,767,277,367,882
ENSG00000048162,1152,1597,1686,2123,419,141,300,785
ENSG00000048342,443,498,726,992,173,56,98,262
ENSG00000048392,8297,8607,4330,4460,1212,418,597,1535
ENSG00000048405,1120,1347,1286,1263,923,314,285,857
ENSG00000048462,0,2,5,1,2,2,0,1
ENSG00000048471,640,779,638,831,264,87,56,181
ENSG00000048540,1,6,1,5,33,5,8,19
ENSG00000048544,1716,1816,1970,2133,2135,732,993,2653
ENSG00000048545,0,2,0,0,0,0,0,1
ENSG00000048649,3979,4506,3778,3841,974,328,283,882
ENSG00000048707,3693,3896,2566,2733,2505,848,753,1988
ENSG00000048740,4,9,1,3,166,56,91,286
ENSG00000048828,8170,8738,11149,15239,3851,1409,1277,3780
ENSG00000048991,4477,4838,4832,5845,2122,668,739,2222
ENSG00000049089,166,172,261,342,13,7,4,16
ENSG00000049130,67,102,135,166,105,35,49,160
ENSG00000049167,575,701,623,751,242,91,92,281
ENSG00000049192,15,23,7,5,118,46,24,64
ENSG00000049239,1763,1921,1750,2346,165,65,75,214
ENSG00000049245,3048,3732,3290,4329,2517,848,742,2279
ENSG00000049246,894,948,694,706,112,34,84,200
ENSG00000049247,0,1,2,0,1,1,0,0
ENSG00000049249,0,5,27,14,444,156,175,424
ENSG00000049283,1834,2348,1688,2292,26,7,16,50
ENSG00000049323,236,208,191,256,4112,1398,1541,4148
ENSG00000049449,2053,2459,2780,3041,1739,562,598,1714
ENSG00000049540,50,32,36,51,3,2,1,5
ENSG00000049541,1264,1534,1723,2019,335,120,181,476
ENSG00000049618,2769,3212,2772,3214,1597,566,600,1642
ENSG00000049656,2078,2514,2558,3728,814,314,436,1062
ENSG00000049759,16682,19298,9699,11253,4313,1438,1353,3785
ENSG00000049768,50,58,163,226,2,1,2,3
ENSG00000049769,270,380,126,189,33,10,13,39
ENSG00000049860,3181,3591,4907,5939,1176,348,406,1031
ENSG00000049883,1624,1980,2371,2676,384,132,198,531
ENSG00000050030,631,723,226,217,4,2,3,6
ENSG00000050130,2113,2499,2284,2231,3416,1180,1101,2844
ENSG00000050165,0,1,2,3,14,7,11,18
ENSG00000050327,282,321,235,340,88,26,42,98
ENSG00000050344,547,653,566,576,3487,1190,1459,3844
ENSG00000050393,1875,1928,1997,2381,887,317,425,1176
ENSG00000050405,2240,2750,2279,2725,4916,1415,1666,4384
ENSG00000050426,987,1173,1633,2135,174,70,128,298
ENSG00000050438,14,7,3,26,587,182,224,634
ENSG00000050555,51,38,37,82,58,36,24,65
ENSG00000050628,20,25,6,5,8,0,1,4
ENSG00000050730,0,0,0,0,5,7,7,13
ENSG00000050748,2794,3194,2617,3143,851,329,340,1069
ENSG00000050767,43,45,32,51,1,1,0,4
ENSG00000050820,2548,2982,2361,3069,1060,407,398,1014
ENSG00000051009,1026,1170,1285,1604,340,125,164,372
ENSG00000051108,3294,4020,4370,5209,1319,442,364,1050
ENSG00000051128,490,539,333,474,40,9,17,58
ENSG00000051180,346,411,607,619,330,112,160,349
ENSG00000051341,3096,3773,2660,2449,859,218,278,894
ENSG00000051382,2412,2904,3551,3971,1041,325,359,941
ENSG00000051523,0,2,2,3,0,0,1,2
ENSG00000051596,612,183,599,259,82,29,40,85
ENSG00000051620,7683,9102,6083,6805,1901,576,512,1374
ENSG00000051825,3621,4492,5154,5038,1745,552,659,1840
ENSG00000052126,1847,2083,1852,2006,1517,488,539,1422
ENSG00000052344,2572,2663,2625,3914,5,3,9,22
ENSG00000052723,3472,3964,3302,3380,2519,912,1020,2787
ENSG00000052749,1304,1612,1461,2267,151,68,162,404
ENSG00000052795,1397,1539,966,1137,664,247,180,523
ENSG00000052802,1357,1548,1504,2068,2005,795,688,1682
ENSG00000052841,3788,4123,3983,4333,1849,607,639,1833
ENSG00000052850,147,134,160,265,97,46,81,184
ENSG00000053108,24,11,2,25,3,3,3,5
ENSG00000053254,1974,2252,1599,1855,1622,483,408,1182
ENSG00000053328,1,0,1,1,1,3,2,2
ENSG00000053371,768,843,966,1491,643,272,283,722
ENSG00000053372,599,711,860,1168,878,335,630,1484
ENSG00000053438,203,249,90,126,28,8,10,22
ENSG00000053501,510,550,656,853,32,10,25,60
ENSG00000053524,37,41,34,50,267,103,45,202
ENSG00000053702,14,20,24,32,6,2,3,8
ENSG00000053747,5776,6705,10474,11382,7914,3328,1460,4068
ENSG00000053770,2022,2346,2083,2222,1606,451,552,1466
ENSG00000053900,1341,1618,1606,1578,474,171,194,510
ENSG00000053918,95,120,61,75,11,9,4,13
ENSG00000054116,1795,2000,1817,2560,399,122,191,481
ENSG00000054118,17016,19512,16565,19246,484,132,208,548
ENSG00000054148,1158,1224,1108,1652,463,186,237,517
ENSG00000054179,730,682,239,422,5,6,2,5
ENSG00000054219,0,2,1,2,1,0,0,1
ENSG00000054267,5181,6064,4237,3987,589,204,170,459
ENSG00000054277,15,7,9,12,133,48,34,100
ENSG00000054282,1320,1568,1400,1642,711,225,287,752
ENSG00000054356,239,239,15,17,59,29,1,3
ENSG00000054392,144,140,119,222,127,46,61,164
ENSG00000054523,5145,6183,5033,5488,2062,664,709,1847
ENSG00000054598,39,35,44,45,625,198,203,549
ENSG00000054611,641,607,564,891,336,132,98,266
ENSG00000054654,2370,2689,2980,3010,1222,411,449,1336
ENSG00000054690,2171,2349,2767,3028,387,115,124,382
ENSG00000054793,2734,3130,3054,3395,275,90,158,431
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,1,2,0,0,1,1,0,2
ENSG00000054965,3235,3629,2239,2667,2411,883,595,1774
ENSG00000054967,198,211,81,128,222,89,101,206
ENSG00000054983,0,0,1,0,0,0,0,0
ENSG00000055044,2875,3519,4893,5240,1852,614,800,2010
ENSG00000055070,3750,4381,3581,4525,1329,507,708,1832
ENSG00000055118,303,294,103,190,36,10,29,60
ENSG00000055130,3473,4278,3318,3424,2024,561,647,1678
ENSG00000055147,1686,1975,2399,2774,553,185,200,657
ENSG00000055163,3731,3886,3013,4144,147,55,99,264
ENSG00000055208,4979,5389,3739,3908,3217,987,847,2447
ENSG00000055211,1066,1341,1269,1398,736,256,280,693
ENSG00000055332,3933,4824,5266,5330,1064,367,569,1784
ENSG00000055483,2393,2530,1945,2457,693,260,387,1036
ENSG00000055609,8528,10045,5310,5953,3135,1009,645,1840
ENSG00000055732,6,3,5,9,232,84,142,357
ENSG00000055813,159,159,16,21,7,0,3,6
ENSG00000055917,6025,6947,5940,6088,2376,769,771,2259
ENSG00000055950,855,979,876,1239,847,288,408,973
ENSG00000055955,8,10,16,21,1,3,0,5
ENSG00000055957,1,2,3,1,0,0,0,0
ENSG00000056050,1140,1294,1893,2379,271,100,149,335
ENSG00000056097,9830,11535,8376,9080,6667,2157,2447,7255
ENSG00000056277,601,667,519,503,253,99,121,387
ENSG00000056291,2,0,1,0,1,1,0,2
ENSG00000056487,18,39,10,28,8,4,6,18
ENSG00000056558,4,10,32,19,87,30,67,121
ENSG00000056586,5163,6378,4909,5507,3406,1149,1237,3263
ENSG00000056736,1641,1819,1292,1213,120,30,54,160
ENSG00000056972,642,766,727,904,343,119,185,467
ENSG00000056998,252,294,251,364,123,43,80,195
ENSG00000057019,263,334,420,437,47708,15707,15183,43870
ENSG00000057149,0,0,0,0,4,1,5,14
ENSG00000057252,1550,1937,1713,1771,779,229,265,781
ENSG00000057294,809,968,532,646,159,43,39,96
ENSG00000057468,33,29,50,41,13,1,7,16
ENSG00000057593,9,22,7,15,0,0,0,0
ENSG00000057608,12108,15250,16818,16605,1661,461,622,1583
ENSG00000057657,56,53,21,18,173,64,17,47
ENSG00000057663,1900,2036,1691,1586,1577,551,417,1150
ENSG00000057704,98,133,73,99,435,129,117,333
ENSG00000057757,1537,2012,1506,1793,588,231,240,604
ENSG00000057935,2575,2921,2541,3048,758,251,263,734
ENSG00000058056,308,332,484,577,196,73,105,313
ENSG00000058063,7111,8136,7421,6820,3074,1102,887,2613
ENSG00000058085,6,15,8,3,3152,1111,1110,2922
ENSG00000058091,2264,2593,1540,1539,1179,375,337,892
ENSG00000058262,14210,15931,14234,19242,4392,1471,1660,4215
ENSG00000058272,5766,6760,5479,5472,945,284,319,995
ENSG00000058335,225,231,14,18,1,2,0,4
ENSG00000058404,870,898,905,1497,7,3,8,20
ENSG00000058453,379,383,306,568,5,5,5,21
ENSG00000058600,1188,1483,1600,2008,255,88,180,462
ENSG00000058668,5440,6120,4147,4164,6973,2525,1706,4728
ENSG00000058673,67,62,41,21,21,8,6,11
ENSG00000058729,1168,1457,1586,1806,869,251,378,949
ENSG00000058799,1260,1479,1631,2072,580,226,229,595
ENSG00000058804,4660,4885,4563,5148,4397,1532,1510,4311
ENSG00000058866,1,1,8,9,604,240,165,451
ENSG00000059122,718,771,803,1249,96,34,67,192
ENSG00000059145,688,771,835,1053,195,75,117,261
ENSG00000059377,233,269,267,338,99,32,51,162
ENSG00000059378,1013,1234,1295,1607,353,137,215,544
ENSG00000059573,6049,7369,5713,8061,1839,631,542,1500
ENSG00000059588,1431,1465,1980,2121,333,106,134,404
ENSG00000059691,813,1002,1182,1287,374,140,187,445
ENSG00000059728,1005,1068,738,949,382,95,81,241
ENSG00000059758,677,731,445,523,1393,486,373,1055
ENSG00000059769,1085,1259,1198,1215,482,136,140,380
ENSG00000059804,201,215,37,65,80,39,9,24
ENSG00000059915,77,76,67,120,6,4,2,6
ENSG00000060069,791,992,543,762,293,116,62,183
ENSG00000060138,9318,10284,10742,12269,2157,682,961,2559
ENSG00000060140,726,807,743,879,54,33,22,45
ENSG00000060237,16191,18053,11347,12912,1873,523,596,1871
ENSG00000060303,2,0,1,0,3,0,0,0
ENSG00000060339,13764,15760,13571,14645,754,233,252,798
ENSG00000060491,1675,1970,1350,2043,1097,408,661,1506
ENSG00000060558,0,1,0,3,5,0,0,1
ENSG00000060566,0,0,0,2,12,1,6,27
ENSG00000060642,797,1000,1140,1278,491,200,180,421
ENSG00000060656,2743,3038,1335,1818,295,111,135,366
ENSG00000060688,1903,2296,2000,2548,1116,401,497,1351
ENSG00000060709,2,0,1,3,15,10,7,24
ENSG00000060718,30,43,44,42,3,4,1,4
ENSG00000060749,2879,3416,2674,2860,2651,777,945,2734
ENSG00000060762,741,906,622,758,423,113,151,501
ENSG00000060971,1824,2262,1807,2502,287,99,190,385
ENSG00000060982,57,31,93,94,2468,721,921,2605
ENSG00000061273,1256,1403,1098,1450,1192,500,489,1118
ENSG00000061337,46,32,38,35,20,17,47,80
ENSG00000061455,5,8,14,7,39,17,20,61
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,67,75,37,47,569,273,58,150
ENSG00000061676,7466,8475,6731,6747,2702,824,794,2117
ENSG00000061794,3183,3879,5089,5993,1951,652,883,2266
ENSG00000061918,18,27,13,22,241,78,162,509
ENSG00000061936,3127,3499,2409,2849,484,169,172,548
ENSG00000061938,1448,1558,1557,2673,172,50,63,224
ENSG00000061987,2968,3524,3109,3150,989,361,340,1003
ENSG00000062038,4,5,7,10,87,39,35,107
ENSG00000062096,1,0,0,1,0,0,0,0
ENSG00000062194,3890,4451,4070,4641,1168,469,456,1206
ENSG00000062282,222,262,212,444,517,185,212,544
ENSG00000062370,212,240,179,253,189,54,68,135
ENSG00000062485,11658,13382,13547,16915,4581,1500,1767,4696
ENSG00000062524,1,2,1,7,7,1,1,5
ENSG00000062582,15,17,11,13,15,2,10,10
ENSG00000062598,1388,1593,1427,1776,785,307,387,1028
ENSG00000062650,2125,2531,2195,2340,344,117,120,324
ENSG00000062716,5406,5769,8080,10574,6271,2050,2002,5691
ENSG00000062725,3519,4150,4085,4805,2488,766,728,1952
ENSG00000062822,1087,1325,750,983,364,117,179,427
ENSG00000063015,4,9,8,6,1,2,2,9
ENSG00000063046,16712,19920,23401,25314,4956,1743,1842,4827
ENSG00000063127,131,130,47,57,1,2,2,1
ENSG00000063169,538,620,369,585,54,20,23,67
ENSG00000063176,839,903,537,686,187,63,64,244
ENSG00000063177,2401,2844,3024,5515,3268,1297,1708,4233
ENSG00000063180,773,706,184,272,13,11,11,20
ENSG00000063241,821,958,775,1419,818,272,627,1480
ENSG00000063244,11071,13320,10870,13686,2574,890,1328,3267
ENSG00000063245,4279,5079,3027,4923,2321,949,788,2114
ENSG00000063322,2996,3461,3991,4808,200,94,100,352
ENSG00000063438,4,4,1,2,3,1,2,13
ENSG00000063515,8,1,3,3,0,0,0,0
ENSG00000063587,1376,1601,1329,1422,710,244,337,872
ENSG00000063601,2137,2341,1959,2353,1674,571,589,1468
ENSG00000063660,668,703,419,734,232,109,106,245
ENSG00000063761,221,217,274,400,34,11,22,69
ENSG00000063854,1588,1744,1217,2282,45,10,23,77
ENSG00000063978,3539,3976,3625,4458,1395,435,479,1251
ENSG00000064012,1351,1693,4250,3975,333,111,199,504
ENSG00000064042,63663,70406,50278,52982,307,90,83,223
ENSG00000064102,2996,3374,2962,3260,1800,611,552,1633
ENSG00000064115,2561,3062,3066,3699,1788,617,728,2022
ENSG00000064195,271,223,14,35,86,22,23,64
ENSG00000064199,507,604,463,601,221,95,80,203
ENSG00000064201,5,12,2,2,0,0,0,0
ENSG00000064205,2,10,3,3,24,6,3,10
ENSG00000064218,1,1,8,5,1,1,3,3
ENSG00000064225,178,210,5,5,1316,404,284,931
ENSG00000064270,1008,1040,1340,1851,19,11,13,34
ENSG00000064300,1,1,4,7,35,17,21,58
ENSG00000064309,793,826,370,368,199,81,76,203
ENSG00000064313,1733,1962,1891,1970,3484,1174,1161,3681
ENSG00000064393,28190,31651,11877,13862,3836,1103,1317,3788
ENSG00000064419,3137,3569,3890,4688,1371,490,560,1567
ENSG00000064489,0,1,0,1,0,0,1,0
ENSG00000064490,514,587,635,1140,104,47,88,209
ENSG00000064545,584,647,647,1217,229,115,209,559
ENSG00000064547,415,513,588,935,280,98,94,269
ENSG00000064601,554,662,721,975,3574,1377,1555,4357
ENSG00000064607,6619,7785,6058,7131,1059,359,570,1402
ENSG00000064651,2110,2566,2140,2201,1499,467,431,1287
ENSG00000064652,309,333,392,414,248,72,91,211
ENSG00000064655,65,74,200,321,772,236,166,409
ENSG00000064666,1045,1079,448,518,386,155,183,509
ENSG00000064687,2167,2507,1174,1672,76,25,33,73
ENSG00000064692,10,6,10,7,5,5,3,8
ENSG00000064703,903,1099,1092,1284,1204,434,532,1330
ENSG00000064726,4258,4611,3980,4978,1917,605,606,1758
ENSG00000064763,171,185,181,174,1011,298,316,843
ENSG00000064787,241,319,539,694,2,0,0,1
ENSG00000064835,0,0,0,0,0,0,1,1
ENSG00000064886,1,0,5,4,25,15,4,24
ENSG00000064932,2864,3310,2829,4111,816,345,568,1387
ENSG00000064933,1165,1480,1640,1645,727,263,318,883
ENSG00000064961,4509,4948,5048,6720,1062,437,374,966
ENSG00000064989,43,50,14,14,2,0,0,3
ENSG00000064995,1915,2206,1960,2377,759,255,347,789
ENSG00000064999,1959,2191,1775,2023,319,130,142,365
ENSG00000065000,9384,11156,10171,12198,1260,433,439,1106
ENSG00000065029,1500,1497,892,1343,369,165,176,517
ENSG00000065054,1859,2154,1857,2608,368,153,139,421
ENSG00000065057,274,322,301,654,107,33,91,208
ENSG00000065060,2988,3363,3179,3661,1330,448,743,1963
ENSG00000065135,3470,3993,3603,4107,2861,924,817,2229
ENSG00000065150,5002,6138,6611,7018,1266,355,525,1439
ENSG00000065154,242,195,250,284,2072,681,771,2026
ENSG00000065183,3055,4069,5042,5605,742,238,480,1174
ENSG00000065243,4358,5139,4450,4350,3136,1063,957,2884
ENSG00000065268,579,624,672,1243,212,84,123,334
ENSG00000065308,744,919,975,1155,421,168,162,524
ENSG00000065320,18,18,32,57,18,10,18,35
ENSG00000065325,153,180,29,26,87,33,26,70
ENSG00000065328,1526,2105,1954,1800,460,170,334,796
ENSG00000065357,423,473,258,383,534,171,167,545
ENSG00000065361,8965,10313,8391,10236,199,101,108,268
ENSG00000065371,0,0,0,0,1,0,0,0
ENSG00000065413,261,290,343,380,171,56,56,171
ENSG00000065427,6009,7304,7718,8868,428,140,218,617
ENSG00000065457,1291,1643,1779,1912,280,104,192,541
ENSG00000065485,1809,1938,1943,2391,310,125,126,319
ENSG00000065491,717,784,645,825,241,90,96,301
ENSG00000065518,9485,10519,7113,8395,2276,816,925,2296
ENSG00000065526,4137,4736,3678,4399,425,95,166,511
ENSG00000065534,577,621,259,266,316,81,104,345
ENSG00000065548,5043,5964,6853,6927,1685,512,627,1822
ENSG00000065559,2171,2634,2136,2409,957,292,268,742
ENSG00000065600,837,880,558,744,366,103,228,556
ENSG00000065609,83,99,126,163,5,1,7,15
ENSG00000065613,5253,6015,5844,5930,899,259,238,780
ENSG00000065615,634,717,391,399,566,182,180,472
ENSG00000065618,146,138,28,48,105,39,24,60
ENSG00000065621,33,39,143,235,43,16,32,100
